team,season,signal_date,match_date,z_ou,z_bucket,regime,reverted,venue,mu_est,spread_t0,spread_t5
Arsenal,2017,2017-08-11 19:45:00,2017-09-25 20:00:00,-0.13467467149311754,Neutral,Normal,False,home,-0.1897710792017293,-0.254196,0.6387912
Arsenal,2017,2017-08-19 17:30:00,2017-10-01 12:00:00,0.7211570039434826,Weak Long,Break,False,away,-0.1897710792017293,0.1552119999999999,0.4531112
Arsenal,2017,2017-08-27 16:00:00,2017-10-14 17:30:00,1.493951634483469,Weak Long,Break,True,away,-0.1897710792017293,0.5248972,0.3538416
Arsenal,2017,2017-09-09 15:00:00,2017-10-22 13:30:00,0.5107343910126445,Weak Long,Break,False,home,-0.1897710792017293,0.0545511999999999,0.2284356
Arsenal,2017,2017-09-17 13:30:00,2017-10-28 15:00:00,0.958638754799133,Weak Long,Break,True,away,-0.1897710792017293,0.2688172,0.0195735999999999
Arsenal,2017,2017-09-25 20:00:00,2017-11-05 14:15:00,1.7320370965217686,Strong Long,Break,True,home,-0.1897710792017293,0.6387912,-0.190977
Arsenal,2017,2017-10-01 12:00:00,2017-11-18 12:30:00,1.3438892696716143,Weak Long,Break,True,home,-0.1897710792017293,0.4531112,-0.2381210000000001
Arsenal,2017,2017-10-14 17:30:00,2017-11-26 14:00:00,1.1363748388643973,Weak Long,Break,True,away,-0.1897710792017293,0.3538416,-0.0854466
Arsenal,2017,2017-10-22 13:30:00,2017-11-29 19:45:00,0.8742245460274172,Weak Long,Break,True,away,-0.1897710792017293,0.2284356,0.0382733999999998
Arsenal,2017,2017-10-28 15:00:00,2017-12-02 17:30:00,0.43761677237609803,Neutral,Break,False,home,-0.1897710792017293,0.0195735999999999,0.6108334
Arsenal,2017,2017-11-05 14:15:00,2017-12-10 12:00:00,-0.0025208721305588913,Neutral,Break,False,away,-0.1897710792017293,-0.190977,0.6644224
Arsenal,2017,2017-11-18 12:30:00,2017-12-13 20:00:00,-0.10107128762508556,Neutral,Break,False,home,-0.1897710792017293,-0.2381210000000001,0.8203023999999999
Arsenal,2017,2017-11-26 14:00:00,2017-12-16 15:00:00,0.21808121439802536,Neutral,Break,False,away,-0.1897710792017293,-0.0854466,0.8748783999999998
Arsenal,2017,2017-11-29 19:45:00,2017-12-22 19:45:00,0.47670707145264085,Neutral,Break,False,home,-0.1897710792017293,0.0382733999999998,0.6053084
Arsenal,2017,2017-12-02 17:30:00,2017-12-28 20:00:00,1.6735937568324577,Strong Long,Break,True,home,-0.1897710792017293,0.6108334,-0.2745976
Arsenal,2017,2017-12-10 12:00:00,2017-12-31 16:30:00,1.7856168820644316,Strong Long,Break,True,away,-0.1897710792017293,0.6644224,-0.2127078
Arsenal,2017,2017-12-13 20:00:00,2018-01-03 19:45:00,2.111470410981935,Strong Long,Break,True,away,-0.1897710792017293,0.8203023999999999,-0.5706697999999999
Arsenal,2017,2017-12-16 15:00:00,2018-01-14 13:30:00,2.2255567735313426,Strong Long,Break,True,home,-0.1897710792017293,0.8748783999999998,-0.7737018
Arsenal,2017,2017-12-22 19:45:00,2018-01-20 15:00:00,1.6620442267627296,Strong Long,Break,True,home,-0.1897710792017293,0.6053084,-0.4868718
Arsenal,2017,2017-12-28 20:00:00,2018-01-30 19:45:00,-0.1773224348724051,Neutral,Normal,True,away,-0.1897710792017293,-0.2745976,-0.2238477999999999
Arsenal,2017,2017-12-31 16:30:00,2018-02-03 17:30:00,-0.047947212047164504,Neutral,Normal,False,away,-0.1897710792017293,-0.2127078,-0.568164
Arsenal,2017,2018-01-03 19:45:00,2018-02-10 12:30:00,-0.7962355166299676,Weak Short,Normal,True,home,-0.1897710792017293,-0.5706697999999999,-0.3171146
Arsenal,2017,2018-01-14 13:30:00,2018-03-01 19:45:00,-1.2206561843434562,Weak Short,Normal,True,away,-0.1897710792017293,-0.7737018,-0.0586826
Arsenal,2017,2018-01-20 15:00:00,2018-03-04 13:30:00,-0.6210631146782809,Weak Short,Normal,True,home,-0.1897710792017293,-0.4868718,-0.011418
Arsenal,2017,2018-01-30 19:45:00,2018-03-11 13:30:00,-0.0712344093280277,Neutral,Normal,True,away,-0.1897710792017293,-0.2238477999999999,-0.166124
Arsenal,2017,2018-02-03 17:30:00,2018-04-01 13:30:00,-0.7909973605306512,Weak Short,Normal,False,home,-0.1897710792017293,-0.568164,0.3079299999999999
Arsenal,2017,2018-02-10 12:30:00,2018-04-08 13:15:00,-0.2662005108859123,Neutral,Normal,True,away,-0.1897710792017293,-0.3171146,-0.0717394
Arsenal,2017,2018-03-01 19:45:00,2018-04-15 12:30:00,0.27402901942720204,Neutral,Normal,True,home,-0.1897710792017293,-0.0586826,-0.2490074
Arsenal,2017,2018-03-04 13:30:00,2018-04-22 12:30:00,0.3728315386912143,Neutral,Normal,False,away,-0.1897710792017293,-0.011418,-0.5947120000000001
Arsenal,2017,2018-03-11 13:30:00,2018-04-29 15:30:00,0.04943215426273543,Neutral,Normal,False,home,-0.1897710792017293,-0.166124,-0.5409298
Arsenal,2017,2018-04-01 13:30:00,2018-05-06 16:30:00,1.0404006479595418,Weak Long,Normal,False,home,-0.1897710792017293,0.3079299999999999,-1.0694118
Arsenal,2017,2018-04-08 13:15:00,2018-05-09 19:45:00,0.24673491911689888,Neutral,Normal,False,home,-0.1897710792017293,-0.0717394,-0.6783158
Arsenal,2017,2018-04-15 12:30:00,2018-05-13 15:00:00,-0.1238283562497165,Neutral,Normal,False,away,-0.1897710792017293,-0.2490074,-0.4949518000000001
Arsenal,2017,2018-04-22 12:30:00,2018-08-12 18:00:00,-0.8464936364204505,Weak Short,Normal,True,home,-0.1897710792017293,-0.5947120000000001,-0.0205124
Arsenal,2017,2018-04-29 15:30:00,2018-08-18 19:30:00,-0.7340666434582552,Weak Short,Normal,True,away,-0.1897710792017293,-0.5409298,0.1407753999999999
Arsenal,2017,2018-05-06 16:30:00,2018-08-25 17:00:00,-1.8388121186274882,Strong Short,Normal,True,home,-0.1897710792017293,-1.0694118,0.3129993999999998
Arsenal,2017,2018-05-09 19:45:00,2018-09-02 12:30:00,-1.0212600802292338,Weak Short,Normal,True,away,-0.1897710792017293,-0.6783158,-0.1138766000000001
Arsenal,2017,2018-05-13 15:00:00,2018-09-15 14:00:00,-0.6379536491512952,Weak Short,Normal,False,away,-0.1897710792017293,-0.4949518000000001,-0.5993946000000001
Arsenal,2018,2018-08-12 18:00:00,2018-09-23 15:00:00,0.2628335213273866,Neutral,Normal,False,home,-0.14572672836385195,-0.0205124,-0.9023232
Arsenal,2018,2018-08-18 19:30:00,2018-09-29 14:00:00,0.6013877505044471,Weak Long,Normal,False,away,-0.14572672836385195,0.1407753999999999,-1.0797972000000002
Arsenal,2018,2018-08-25 17:00:00,2018-10-07 11:00:00,0.9628978186298109,Weak Long,Normal,False,home,-0.14572672836385195,0.3129993999999998,-1.6094252
Arsenal,2018,2018-09-02 12:30:00,2018-10-22 19:00:00,0.06685561869784508,Neutral,Normal,False,away,-0.14572672836385195,-0.1138766000000001,-1.3081612
Arsenal,2018,2018-09-15 14:00:00,2018-10-28 12:30:00,-0.9522801884840258,Weak Short,Normal,False,away,-0.14572672836385195,-0.5993946000000001,-1.3200438
Arsenal,2018,2018-09-23 15:00:00,2018-11-03 17:30:00,-1.5881482372061617,Strong Short,Normal,False,home,-0.14572672836385195,-0.9023232,-0.9815106
Arsenal,2018,2018-09-29 14:00:00,2018-11-11 16:30:00,-1.9606784178457994,Strong Short,Normal,True,home,-0.14572672836385195,-1.0797972000000002,-0.9024640000000002
Arsenal,2018,2018-10-07 11:00:00,2018-11-25 13:30:00,-3.0724041608380666,Strong Short,Normal,True,away,-0.14572672836385195,-1.6094252,-0.187788
Arsenal,2018,2018-10-22 19:00:00,2018-12-02 14:05:00,-2.4400302224571226,Strong Short,Normal,True,home,-0.14572672836385195,-1.3081612,-0.4282200000000001
Arsenal,2018,2018-10-28 12:30:00,2018-12-05 20:00:00,-2.4649726203546662,Strong Short,Normal,True,away,-0.14572672836385195,-1.3200438,-0.2508074000000001
Arsenal,2018,2018-11-03 17:30:00,2018-12-08 15:00:00,-1.7543680577228753,Strong Short,Normal,True,home,-0.14572672836385195,-0.9815106,-0.1711374000000001
Arsenal,2018,2018-11-11 16:30:00,2018-12-16 13:30:00,-1.5884437861284497,Strong Short,Normal,True,home,-0.14572672836385195,-0.9024640000000002,-0.1927800000000001
Arsenal,2018,2018-11-25 13:30:00,2018-12-22 12:30:00,-0.08828951350928634,Neutral,Normal,False,away,-0.14572672836385195,-0.187788,-0.4417480000000001
Arsenal,2018,2018-12-02 14:05:00,2018-12-26 17:15:00,-0.592972883420086,Weak Short,Normal,True,home,-0.14572672836385195,-0.4282200000000001,-0.2267624000000001
Arsenal,2018,2018-12-05 20:00:00,2018-12-29 17:30:00,-0.2205715856201397,Neutral,Normal,True,away,-0.14572672836385195,-0.2508074000000001,-0.1568424000000001
Arsenal,2018,2018-12-08 15:00:00,2019-01-01 15:00:00,-0.05333875437973324,Neutral,Normal,False,home,-0.14572672836385195,-0.1711374000000001,-0.2745044000000001
Arsenal,2018,2018-12-16 13:30:00,2019-01-12 12:30:00,-0.09876806620857242,Neutral,Normal,True,away,-0.14572672836385195,-0.1927800000000001,-0.1088514
Arsenal,2018,2018-12-22 12:30:00,2019-01-19 17:30:00,-0.6213690895330547,Weak Short,Normal,False,home,-0.14572672836385195,-0.4417480000000001,0.2168526
Arsenal,2018,2018-12-26 17:15:00,2019-01-29 19:45:00,-0.17009947030476913,Neutral,Normal,False,away,-0.14572672836385195,-0.2267624000000001,0.397703
Arsenal,2018,2018-12-29 17:30:00,2019-02-03 16:30:00,-0.02333256230515548,Neutral,Normal,False,away,-0.14572672836385195,-0.1568424000000001,0.3220393999999999
Arsenal,2018,2019-01-01 15:00:00,2019-02-09 15:00:00,-0.2703132249059927,Neutral,Normal,False,home,-0.14572672836385195,-0.2745044000000001,0.1288913999999999
Arsenal,2018,2019-01-12 12:30:00,2019-02-24 14:05:00,0.07740386048960243,Neutral,Normal,False,away,-0.14572672836385195,-0.1088514,0.0618883999999999
Arsenal,2018,2019-01-19 17:30:00,2019-02-27 19:45:00,0.7610790464608004,Weak Long,Break,True,home,-0.14572672836385195,0.2168526,-0.3195036000000001
Arsenal,2018,2019-01-29 19:45:00,2019-03-02 12:30:00,1.1406965238419977,Weak Long,Break,True,home,-0.14572672836385195,0.397703,0.0332443999999998
Arsenal,2018,2019-02-03 16:30:00,2019-03-10 16:30:00,0.9818734028448642,Weak Long,Break,True,away,-0.14572672836385195,0.3220393999999999,-0.002018
Arsenal,2018,2019-02-09 15:00:00,2019-04-01 20:00:00,0.5764424139102335,Weak Long,Break,True,away,-0.14572672836385195,0.1288913999999999,-0.0866040000000001
Arsenal,2018,2019-02-24 14:05:00,2019-04-07 14:05:00,0.4357984903304551,Neutral,Break,True,home,-0.14572672836385195,0.0618883999999999,-0.1164030000000001
Arsenal,2018,2019-02-27 19:45:00,2019-04-15 20:00:00,-0.36476965291595,Neutral,Break,False,home,-0.14572672836385195,-0.3195036000000001,0.4995249999999999
Arsenal,2018,2019-03-02 12:30:00,2019-04-21 16:00:00,0.37567275645258114,Neutral,Break,True,away,-0.14572672836385195,0.0332443999999998,-0.083411
Arsenal,2018,2019-03-10 16:30:00,2019-04-24 19:45:00,0.3016545439719526,Neutral,Break,False,home,-0.14572672836385195,-0.002018,-0.0009062000000001
Arsenal,2018,2019-04-01 20:00:00,2019-04-28 12:00:00,0.12410268928008569,Neutral,Break,False,home,-0.14572672836385195,-0.0866040000000001,0.3103171999999999
Arsenal,2018,2019-04-07 14:05:00,2019-05-05 15:30:00,0.06155253064907186,Neutral,Break,False,away,-0.14572672836385195,-0.1164030000000001,0.5422961999999998
Arsenal,2018,2019-04-15 20:00:00,2019-05-12 14:00:00,1.3544279326854851,Weak Long,Break,True,away,-0.14572672836385195,0.4995249999999999,0.2634881999999999
Arsenal,2018,2019-04-21 16:00:00,2019-08-11 14:00:00,0.13080501675781425,Neutral,Break,False,home,-0.14572672836385195,-0.083411,0.3816161999999998
Arsenal,2018,2019-04-24 19:45:00,2019-08-17 12:30:00,0.3039882889421178,Neutral,Break,False,away,-0.14572672836385195,-0.0009062000000001,0.2265453999999998
Arsenal,2018,2019-04-28 12:00:00,2019-08-24 17:30:00,0.9572676956229954,Weak Long,Break,True,away,-0.14572672836385195,0.3103171999999999,0.1035143999999998
Arsenal,2018,2019-05-05 15:30:00,2019-09-01 16:30:00,1.4442076348512898,Weak Long,Break,True,home,-0.14572672836385195,0.5422961999999998,-0.1838236000000001
Arsenal,2018,2019-05-12 14:00:00,2019-09-15 15:30:00,0.8589703910647302,Weak Long,Break,True,away,-0.14572672836385195,0.2634881999999999,-0.3571436000000001
Arsenal,2019,2019-08-11 14:00:00,2019-09-22 15:30:00,1.0785780999419883,Weak Long,Break,True,away,-0.14017485286023873,0.3816161999999998,-0.4773436000000001
Arsenal,2019,2019-08-17 12:30:00,2019-09-30 19:00:00,0.7580360593997878,Weak Long,Break,True,home,-0.14017485286023873,0.2265453999999998,-0.1694256000000001
Arsenal,2019,2019-08-24 17:30:00,2019-10-06 14:00:00,0.5037224955957222,Weak Long,Break,True,away,-0.14017485286023873,0.1035143999999998,-0.1183160000000001
Arsenal,2019,2019-09-01 16:30:00,2019-10-21 20:00:00,-0.09022497127305491,Neutral,Break,False,home,-0.14017485286023873,-0.1838236000000001,0.0866129999999998
Arsenal,2019,2019-09-15 15:30:00,2019-10-27 16:30:00,-0.44848936706371445,Neutral,Break,False,away,-0.14017485286023873,-0.3571436000000001,0.1934089999999999
Arsenal,2019,2019-09-22 15:30:00,2019-11-02 15:00:00,-0.6969510585825077,Weak Short,Break,False,home,-0.14017485286023873,-0.4773436000000001,0.2920949999999999
Arsenal,2019,2019-09-30 19:00:00,2019-11-09 17:30:00,-0.06046331208430628,Neutral,Break,False,away,-0.14017485286023873,-0.1694256000000001,0.3435647999999999
Arsenal,2019,2019-10-06 14:00:00,2019-11-23 15:00:00,0.04518375670811401,Neutral,Break,False,home,-0.14017485286023873,-0.1183160000000001,0.2169927999999998
Arsenal,2019,2019-10-21 20:00:00,2019-12-01 14:00:00,0.4687861359198843,Neutral,Break,True,away,-0.14017485286023873,0.0866129999999998,0.0193597999999999
Arsenal,2019,2019-10-27 16:30:00,2019-12-05 20:15:00,0.6895408348170646,Weak Long,Break,True,home,-0.14017485286023873,0.1934089999999999,0.1044071999999999
Arsenal,2019,2019-11-02 15:00:00,2019-12-09 20:00:00,0.8935316042781598,Weak Long,Break,True,home,-0.14017485286023873,0.2920949999999999,-0.1423348000000001
Arsenal,2019,2019-11-09 17:30:00,2019-12-15 16:30:00,0.9999232313175441,Weak Long,Break,True,away,-0.14017485286023873,0.3435647999999999,-0.2782806000000001
Arsenal,2019,2019-11-23 15:00:00,2019-12-21 12:30:00,0.7382901762516811,Weak Long,Break,True,home,-0.14017485286023873,0.2169927999999998,-0.0235630000000001
Arsenal,2019,2019-12-01 14:00:00,2019-12-26 15:00:00,0.32976913232544425,Neutral,Break,False,away,-0.14017485286023873,0.0193597999999999,0.0690509999999998
Arsenal,2019,2019-12-05 20:15:00,2019-12-29 14:00:00,0.5055679747819786,Weak Long,Break,True,home,-0.14017485286023873,0.1044071999999999,0.0330183999999998
Arsenal,2019,2019-12-09 20:00:00,2020-01-01 20:00:00,-0.0044647597332469905,Neutral,Break,False,away,-0.14017485286023873,-0.1423348000000001,0.2561503999999998
Arsenal,2019,2019-12-15 16:30:00,2020-01-11 12:30:00,-0.2854741060134099,Neutral,Break,False,home,-0.14017485286023873,-0.2782806000000001,0.2876763999999999
Arsenal,2019,2019-12-21 12:30:00,2020-01-18 15:00:00,0.24104474386685137,Neutral,Break,False,away,-0.14017485286023873,-0.0235630000000001,0.1570767999999998
Arsenal,2019,2019-12-26 15:00:00,2020-01-21 20:15:00,0.43248427047518334,Neutral,Break,True,away,-0.14017485286023873,0.0690509999999998,-0.2142358
Arsenal,2019,2019-12-29 14:00:00,2020-02-02 14:00:00,0.35800240070962536,Neutral,Break,False,home,-0.14017485286023873,0.0330183999999998,0.1247713999999999
Arsenal,2019,2020-01-01 20:00:00,2020-02-16 16:30:00,0.8192316365829314,Weak Long,Break,True,home,-0.14017485286023873,0.2561503999999998,-0.0522086
Arsenal,2019,2020-01-11 12:30:00,2020-02-23 16:30:00,0.8843980532786179,Weak Long,Break,True,away,-0.14017485286023873,0.2876763999999999,-0.4729226000000001
Arsenal,2019,2020-01-18 15:00:00,2020-03-07 15:00:00,0.6144396711847924,Weak Long,Break,True,home,-0.14017485286023873,0.1570767999999998,-0.4067386
Arsenal,2019,2020-01-21 20:15:00,2020-06-17 19:15:00,-0.1530890865376791,Neutral,Break,False,away,-0.14017485286023873,-0.2142358,-0.0210022000000001
Arsenal,2019,2020-02-02 14:00:00,2020-06-20 14:00:00,0.5476621809252982,Weak Long,Break,True,away,-0.14017485286023873,0.1247713999999999,-0.3777982000000001
Arsenal,2019,2020-02-16 16:30:00,2020-06-25 17:00:00,0.18183231266409994,Neutral,Break,True,home,-0.14017485286023873,-0.0522086,-0.1451222000000001
Arsenal,2019,2020-02-23 16:30:00,2020-07-01 17:00:00,-0.6878125466174113,Weak Short,Normal,True,home,-0.14017485286023873,-0.4729226000000001,-0.2592642
Arsenal,2019,2020-03-07 15:00:00,2020-07-04 16:30:00,-0.5510056531774793,Weak Short,Normal,False,home,-0.14017485286023873,-0.4067386,-0.5146662000000001
Arsenal,2019,2020-06-17 19:15:00,2020-07-07 19:15:00,0.24633809411345142,Neutral,Normal,False,away,-0.14017485286023873,-0.0210022000000001,-0.555972
Arsenal,2019,2020-06-20 14:00:00,2020-07-12 15:30:00,-0.4911838500391226,Neutral,Normal,False,away,-0.14017485286023873,-0.3777982000000001,-0.5572440000000001
Arsenal,2019,2020-06-25 17:00:00,2020-07-15 19:15:00,-0.010226507810946521,Neutral,Normal,False,away,-0.14017485286023873,-0.1451222000000001,-0.7314020000000001
Arsenal,2019,2020-07-01 17:00:00,2020-07-21 19:15:00,-0.246165895442711,Neutral,Normal,True,home,-0.14017485286023873,-0.2592642,-0.1369666000000001
Arsenal,2019,2020-07-04 16:30:00,2020-07-26 15:00:00,-0.7740994473335836,Weak Short,Normal,True,away,-0.14017485286023873,-0.5146662000000001,-0.2029486000000001
Arsenal,2019,2020-07-07 19:15:00,2020-09-12 11:30:00,-0.8594813852498645,Weak Short,Normal,True,home,-0.14017485286023873,-0.555972,-0.4284206000000001
Arsenal,2019,2020-07-12 15:30:00,2020-09-19 19:00:00,-0.862110696993724,Weak Short,Normal,True,away,-0.14017485286023873,-0.5572440000000001,-0.5005986000000002
Arsenal,2019,2020-07-15 19:15:00,2020-09-28 19:15:00,-1.2221072965904798,Weak Short,Normal,True,home,-0.14017485286023873,-0.7314020000000001,-0.3279966000000002
Arsenal,2019,2020-07-21 19:15:00,2020-10-04 13:00:00,0.0066316799706730096,Neutral,Normal,False,away,-0.14017485286023873,-0.1369666000000001,-0.7419978000000003
Arsenal,2019,2020-07-26 15:00:00,2020-10-17 16:30:00,-0.12975766553509255,Neutral,Normal,False,home,-0.14017485286023873,-0.2029486000000001,-0.3648974000000002
Arsenal,2020,2020-09-12 11:30:00,2020-10-25 19:15:00,-0.6429343882496453,Weak Short,Normal,True,away,-0.14065467063783324,-0.4284206000000001,-0.0495834000000001
Arsenal,2020,2020-09-19 19:00:00,2020-11-01 16:30:00,-0.8041964194356905,Weak Short,Normal,True,home,-0.14065467063783324,-0.5005986000000002,0.0842269999999997
Arsenal,2020,2020-09-28 19:15:00,2020-11-08 19:15:00,-0.4185643832643681,Neutral,Normal,False,away,-0.14065467063783324,-0.3279966000000002,0.3266669999999998
Arsenal,2020,2020-10-04 13:00:00,2020-11-22 16:30:00,-1.3435370123959591,Weak Short,Normal,False,home,-0.14065467063783324,-0.7419978000000003,0.7353963999999998
Arsenal,2020,2020-10-17 16:30:00,2020-11-29 19:15:00,-0.5010091442772807,Weak Short,Normal,False,away,-0.14065467063783324,-0.3648974000000002,0.5914319999999998
Arsenal,2020,2020-10-25 19:15:00,2020-12-06 16:30:00,0.2034738851970264,Neutral,Break,False,home,-0.14065467063783324,-0.0495834000000001,0.5625871999999998
Arsenal,2020,2020-11-01 16:30:00,2020-12-13 19:15:00,0.5024366840805794,Weak Long,Break,False,away,-0.14065467063783324,0.0842269999999997,0.9336968
Arsenal,2020,2020-11-08 19:15:00,2020-12-16 18:00:00,1.0441026604271768,Weak Long,Break,False,home,-0.14065467063783324,0.3266669999999998,0.5878497999999999
Arsenal,2020,2020-11-22 16:30:00,2020-12-19 17:30:00,1.9572968920414273,Strong Long,Break,True,away,-0.14065467063783324,0.7353963999999998,0.4961061999999998
Arsenal,2020,2020-11-29 19:15:00,2020-12-26 17:30:00,1.635647752934217,Strong Long,Break,True,home,-0.14065467063783324,0.5914319999999998,0.2613761999999998
Arsenal,2020,2020-12-06 16:30:00,2020-12-29 18:00:00,1.5712019240506898,Strong Long,Break,True,away,-0.14065467063783324,0.5625871999999998,0.2051209999999998
Arsenal,2020,2020-12-13 19:15:00,2021-01-02 20:00:00,2.4003449854910266,Strong Long,Break,True,home,-0.14065467063783324,0.9336968,-0.1587450000000001
Arsenal,2020,2020-12-16 18:00:00,2021-01-14 20:00:00,1.6276443052338838,Strong Long,Break,True,home,-0.14065467063783324,0.5878497999999999,-0.0172612000000001
Arsenal,2020,2020-12-19 17:30:00,2021-01-18 20:00:00,1.4226682836716347,Weak Long,Break,True,away,-0.14065467063783324,0.4961061999999998,-0.2061852000000001
Arsenal,2020,2020-12-26 17:30:00,2021-01-26 20:15:00,0.8982281969374457,Weak Long,Break,True,home,-0.14065467063783324,0.2613761999999998,-0.1083752
Arsenal,2020,2020-12-29 18:00:00,2021-01-30 17:30:00,0.7725413142754548,Weak Long,Break,True,away,-0.14065467063783324,0.2051209999999998,-0.0217300000000001
Arsenal,2020,2021-01-02 20:00:00,2021-02-02 18:00:00,-0.04041790099154278,Neutral,Break,False,away,-0.14065467063783324,-0.1587450000000001,-0.0853350000000001
Arsenal,2020,2021-01-14 20:00:00,2021-02-06 12:30:00,0.27568901479886593,Neutral,Break,True,home,-0.14065467063783324,-0.0172612000000001,-0.0231160000000001
Arsenal,2020,2021-01-18 20:00:00,2021-02-14 16:30:00,-0.1464100732860397,Neutral,Normal,True,home,-0.14065467063783324,-0.2061852000000001,-0.1833760000000002
Arsenal,2020,2021-01-26 20:15:00,2021-02-21 16:30:00,0.07211966251028401,Neutral,Normal,False,away,-0.14065467063783324,-0.1083752,-0.0039184000000002
Arsenal,2020,2021-01-30 17:30:00,2021-02-28 12:00:00,0.2657047015044522,Neutral,Normal,False,home,-0.14065467063783324,-0.0217300000000001,-0.3320516000000002
Arsenal,2020,2021-02-02 18:00:00,2021-03-06 12:30:00,0.12359669776940303,Neutral,Normal,False,away,-0.14065467063783324,-0.0853350000000001,0.0320793999999997
Arsenal,2020,2021-02-06 12:30:00,2021-03-14 16:30:00,0.2626080629826885,Neutral,Normal,True,away,-0.14065467063783324,-0.0231160000000001,-0.1907924000000002
Arsenal,2020,2021-02-14 16:30:00,2021-03-21 15:00:00,-0.09544914444721465,Neutral,Normal,False,home,-0.14065467063783324,-0.1833760000000002,-0.2215864000000001
Arsenal,2020,2021-02-21 16:30:00,2021-04-03 19:00:00,0.3054998578495066,Neutral,Normal,True,home,-0.14065467063783324,-0.0039184000000002,-0.2555918000000002
Arsenal,2020,2021-02-28 12:00:00,2021-04-11 18:00:00,-0.4276241734561082,Neutral,Normal,True,away,-0.14065467063783324,-0.3320516000000002,-0.2892158000000002
Arsenal,2020,2021-03-06 12:30:00,2021-04-18 12:30:00,0.3859271119467244,Neutral,Normal,True,away,-0.14065467063783324,0.0320793999999997,-0.2254538000000002
Arsenal,2020,2021-03-14 16:30:00,2021-04-23 19:00:00,-0.11201906503365623,Neutral,Normal,False,home,-0.14065467063783324,-0.1907924000000002,0.0086415999999997
Arsenal,2020,2021-03-21 15:00:00,2021-05-02 13:00:00,-0.1808198490446159,Neutral,Normal,False,away,-0.14065467063783324,-0.2215864000000001,0.2957095999999998
Arsenal,2020,2021-04-03 19:00:00,2021-05-09 18:00:00,-0.25679562941112566,Neutral,Normal,True,home,-0.14065467063783324,-0.2555918000000002,-0.1224386000000002
Arsenal,2020,2021-04-11 18:00:00,2021-05-12 19:15:00,-0.3319192756274183,Neutral,Normal,False,away,-0.14065467063783324,-0.2892158000000002,0.0282939999999997
Arsenal,2020,2021-04-18 12:30:00,2021-05-19 18:00:00,-0.1894604982647235,Neutral,Normal,False,home,-0.14065467063783324,-0.2254538000000002,-0.5839520000000002
Arsenal,2020,2021-04-23 19:00:00,2021-05-23 15:00:00,0.33356174806115985,Neutral,Normal,False,home,-0.14065467063783324,0.0086415999999997,-0.9765246000000004
Arsenal,2020,2021-05-02 13:00:00,2021-08-13 19:00:00,0.974936803736234,Weak Long,Normal,False,away,-0.14065467063783324,0.2957095999999998,-0.7292566000000003
Arsenal,2020,2021-05-09 18:00:00,2021-08-22 15:30:00,0.04069883553555689,Neutral,Normal,False,home,-0.14065467063783324,-0.1224386000000002,-0.2173208000000002
Arsenal,2020,2021-05-12 19:15:00,2021-08-28 11:30:00,0.3774696693346868,Neutral,Normal,True,away,-0.14065467063783324,0.0282939999999997,-0.1323684000000002
Arsenal,2020,2021-05-19 18:00:00,2021-09-11 14:00:00,-0.9904268302293239,Weak Short,Normal,False,away,-0.14065467063783324,-0.5839520000000002,0.4457615999999998
Arsenal,2020,2021-05-23 15:00:00,2021-09-18 14:00:00,-1.867523104218444,Strong Short,Normal,False,home,-0.14065467063783324,-0.9765246000000004,0.7110367999999998
Arsenal,2021,2021-08-13 19:00:00,2021-09-26 15:30:00,-1.3233413180439488,Weak Short,Normal,True,away,-0.13936977740098183,-0.7292566000000003,0.1952647999999998
Arsenal,2021,2021-08-22 15:30:00,2021-10-02 16:30:00,-0.1748738995974823,Neutral,Normal,False,home,-0.13936977740098183,-0.2173208000000002,0.1421069999999998
Arsenal,2021,2021-08-28 11:30:00,2021-10-18 19:00:00,0.015706762116020827,Neutral,Normal,False,away,-0.13936977740098183,-0.1323684000000002,0.0674659999999998
Arsenal,2021,2021-09-11 14:00:00,2021-10-22 19:00:00,1.312673039189153,Weak Long,Break,True,home,-0.13936977740098183,0.4457615999999998,-0.1698840000000001
Arsenal,2021,2021-09-18 14:00:00,2021-10-30 11:30:00,1.9077865751479006,Strong Long,Break,True,away,-0.13936977740098183,0.7110367999999998,-0.3691640000000001
Arsenal,2021,2021-09-26 15:30:00,2021-11-07 14:00:00,0.7507130957253422,Weak Long,Break,True,home,-0.13936977740098183,0.1952647999999998,0.0402539999999998
Arsenal,2021,2021-10-02 16:30:00,2021-11-20 17:30:00,0.6314598586274609,Weak Long,Break,True,away,-0.13936977740098183,0.1421069999999998,0.0209969999999998
Arsenal,2021,2021-10-18 19:00:00,2021-11-27 12:30:00,0.46401160324023705,Neutral,Break,False,home,-0.13936977740098183,0.0674659999999998,0.2412629999999999
Arsenal,2021,2021-10-22 19:00:00,2021-12-02 20:15:00,-0.06845504935227294,Neutral,Break,False,home,-0.13936977740098183,-0.1698840000000001,-0.0251410000000001
Arsenal,2021,2021-10-30 11:30:00,2021-12-06 20:00:00,-0.5155161596477668,Weak Short,Break,False,away,-0.13936977740098183,-0.3691640000000001,0.1657289999999998
Arsenal,2021,2021-11-07 14:00:00,2021-12-11 15:00:00,0.40296469972076204,Neutral,Break,True,home,-0.13936977740098183,0.0402539999999998,-0.1158290000000001
Arsenal,2021,2021-11-20 17:30:00,2021-12-15 20:00:00,0.35976389782915064,Neutral,Break,True,away,-0.13936977740098183,0.0209969999999998,-0.0064700000000001
