team,signal_date,season,z_oos,z_bucket,regime,rolling_spread,mu,sigma_eq,match_date,home_team,away_team,venue,home_goals,away_goals,result,days_gap,home_odds,draw_odds,away_odds,ah_line,ah_home_odds,ah_away_odds,over_odds,under_odds,margin_1x2,margin_ah,odds_1x2,won_1x2,odds_ou,won_ou,odds_ah,pnl_mult_ah,gross_pnl_1x2,gross_pnl_ou,gross_pnl_ah
Bournemouth,2020-01-12 14:00:00,2019,1.8180589812332444,Strong Long,Normal,0.4470088000000001,-0.0955,0.2984,2020-01-18,Norwich,Bournemouth,away,1,0,H,5,2.2,3.5,3.25,-0.25,1.93,1.94,1.79,2.04,0.048,0.0336,3.25,False,1.79,False,1.94,-1.0,-1.0,-1.0,-1.0
Bournemouth,2020-01-18 15:00:00,2019,2.099403485254692,Strong Long,Normal,0.530962,-0.0955,0.2984,2020-01-21,Bournemouth,Brighton,home,3,1,H,2,2.87,3.4,2.45,0.0,2.1,1.78,1.98,1.85,0.0507,0.038,2.87,True,1.98,True,2.1,1.0,1.87,0.98,1.1
Bournemouth,2020-02-22 15:00:00,2019,1.6825187667560324,Strong Long,Normal,0.4065636,-0.0955,0.2984,2020-02-29,Bournemouth,Chelsea,home,2,2,D,6,4.75,3.8,1.72,0.75,1.87,1.99,1.8,2.03,0.0551,0.0373,4.75,False,1.8,True,1.87,1.0,-1.0,0.8,0.8700000000000001
Bournemouth,2020-06-20 18:45:00,2019,1.709475201072386,Strong Long,Normal,0.4146074,-0.0955,0.2984,2020-06-24,Wolverhampton Wanderers,Bournemouth,away,1,0,H,3,1.55,4.0,6.0,-1.0,2.06,1.83,2.07,1.77,0.0618,0.0319,6.0,False,2.07,False,1.83,0.0,-1.0,-1.0,0.0
Bournemouth,2020-06-24 17:00:00,2019,1.7028203083109918,Strong Long,Normal,0.41262158,-0.0955,0.2984,2020-07-01,Bournemouth,Newcastle United,home,1,4,A,6,2.4,3.1,3.2,-0.25,2.05,1.83,2.38,1.59,0.0517,0.0343,2.4,False,2.38,True,2.05,-1.0,-1.0,1.38,-1.0
Bournemouth,2023-01-21 15:00:00,2022,2.107575221238938,Strong Long,Normal,0.6185368,-0.0483,0.3164,2023-02-04,Brighton,Bournemouth,away,1,0,H,13,1.33,5.25,8.5,-1.5,2.03,1.86,1.71,2.18,0.06,0.0302,8.5,False,1.71,False,1.86,0.5,-1.0,-1.0,0.43000000000000005
Bournemouth,2023-02-04 15:00:00,2022,2.401651074589128,Strong Long,Normal,0.7115824000000002,-0.0483,0.3164,2023-02-11,Bournemouth,Newcastle United,home,1,1,D,6,6.5,4.0,1.53,1.0,1.88,1.99,2.02,1.83,0.0574,0.0344,6.5,False,2.02,False,1.88,1.0,-1.0,-1.0,0.8799999999999999
Bournemouth,2023-02-11 17:30:00,2022,2.1796289506953226,Strong Long,Normal,0.6413346000000001,-0.0483,0.3164,2023-02-18,Wolverhampton Wanderers,Bournemouth,away,0,1,A,6,1.67,3.6,6.0,-0.75,1.87,2.0,2.08,1.76,0.0432,0.0348,6.0,True,2.08,False,2.0,1.0,5.0,-1.0,1.0
Bournemouth,2023-02-18 15:00:00,2022,1.846960176991151,Strong Long,Normal,0.5360782000000002,-0.0483,0.3164,2023-02-25,Bournemouth,Manchester City,home,1,4,A,6,10.0,5.75,1.29,1.5,2.06,1.82,1.56,2.45,0.0491,0.0349,10.0,False,1.56,True,2.06,-1.0,-1.0,0.56,-1.0
Bournemouth,2023-02-25 17:30:00,2022,1.7306434892541087,Strong Long,Normal,0.4992756000000001,-0.0483,0.3164,2023-03-04,Arsenal,Bournemouth,away,3,2,H,6,1.22,7.0,12.0,-1.75,1.82,2.06,1.58,2.41,0.0459,0.0349,12.0,False,1.58,True,2.06,1.0,-1.0,0.5800000000000001,1.06
Bournemouth,2023-04-04 18:45:00,2022,1.820069532237674,Strong Long,Normal,0.5275700000000001,-0.0483,0.3164,2023-04-08,Leicester,Bournemouth,away,0,1,A,3,1.83,3.75,4.2,-0.5,1.88,1.99,1.85,1.97,0.0512,0.0344,4.2,True,1.85,False,1.99,1.0,3.2,-1.0,0.99
Bournemouth,2023-04-08 14:00:00,2022,2.566776232616941,Strong Long,Normal,0.7638280000000002,-0.0483,0.3164,2023-04-15,Tottenham,Bournemouth,away,2,3,A,6,1.45,4.5,7.0,-1.25,2.03,1.83,1.69,2.2,0.0547,0.0391,7.0,True,1.69,True,1.83,1.0,6.0,0.69,0.8300000000000001
Bournemouth,2023-04-23 13:00:00,2022,1.6687022756005057,Strong Long,Normal,0.4796774000000001,-0.0483,0.3164,2023-04-27,Southampton,Bournemouth,away,0,1,A,3,2.25,3.4,3.2,-0.25,1.98,1.87,2.01,1.82,0.0511,0.0398,3.2,True,2.01,False,1.87,1.0,2.2,-1.0,0.8700000000000001
Bournemouth,2023-08-19 14:00:00,2023,1.5724304960195965,Strong Long,Normal,0.4813558000000002,-0.0322,0.3266,2023-08-26,Bournemouth,Tottenham,home,0,2,A,6,3.8,3.75,1.91,0.5,1.93,1.94,1.55,2.47,0.0534,0.0336,3.8,False,1.55,False,1.93,-1.0,-1.0,-1.0,-1.0
Bournemouth,2023-08-26 11:30:00,2023,1.708107164727496,Strong Long,Normal,0.5256678000000001,-0.0322,0.3266,2023-09-02,Brentford,Bournemouth,away,2,2,D,6,1.73,3.8,4.75,-0.75,1.91,1.95,1.74,2.12,0.0517,0.0364,4.75,False,1.74,True,1.95,1.0,-1.0,0.74,0.95
Bournemouth,2023-09-17 13:00:00,2023,1.822909981628904,Strong Long,Normal,0.5631624000000001,-0.0322,0.3266,2023-09-24,Brighton,Bournemouth,away,3,1,H,6,1.36,5.25,7.5,-1.5,1.98,1.88,1.37,3.11,0.0591,0.037,7.5,False,1.37,True,1.88,-0.5,-1.0,0.3700000000000001,-0.5
Bournemouth,2023-09-24 13:00:00,2023,1.8716484996938152,Strong Long,Normal,0.5790804,-0.0322,0.3266,2023-09-30,Bournemouth,Arsenal,home,0,4,A,5,5.5,4.5,1.53,1.0,2.01,1.85,1.54,2.49,0.0576,0.0381,5.5,False,1.54,True,2.01,-1.0,-1.0,0.54,-1.0
Bournemouth,2023-09-30 14:00:00,2023,2.0294825474586653,Strong Long,Normal,0.6306290000000001,-0.0322,0.3266,2023-10-07,Everton,Bournemouth,away,3,0,H,6,1.91,3.6,3.8,-0.5,1.96,1.9,1.83,2.01,0.0645,0.0365,3.8,False,1.83,True,1.9,-1.0,-1.0,0.8300000000000001,-1.0
Bournemouth,2023-10-07 14:00:00,2023,2.334534598897734,Strong Long,Normal,0.730259,-0.0322,0.3266,2023-10-21,Bournemouth,Wolverhampton Wanderers,home,1,2,A,13,2.38,3.4,3.0,-0.25,2.06,1.8,1.82,2.02,0.0476,0.041,2.38,False,1.82,True,2.06,-1.0,-1.0,0.8200000000000001,-1.0
Bournemouth,2023-10-21 14:00:00,2023,2.278355786895285,Strong Long,Normal,0.7119110000000001,-0.0322,0.3266,2023-10-28,Bournemouth,Burnley,home,2,1,H,6,2.15,3.5,3.3,-0.25,1.84,2.02,1.8,2.05,0.0539,0.0385,2.15,True,1.8,True,1.84,1.0,1.15,0.8,0.8400000000000001
Bournemouth,2024-02-10 15:00:00,2023,2.1484170238824256,Strong Long,Normal,0.6694730000000002,-0.0322,0.3266,2024-02-17,Newcastle United,Bournemouth,away,2,2,D,6,1.83,4.2,3.75,-0.5,1.85,2.02,1.47,2.68,0.0512,0.0356,3.75,False,1.47,True,2.02,0.5,-1.0,0.47,0.51
Bournemouth,2024-02-17 15:00:00,2023,1.841429883649725,Strong Long,Normal,0.5692110000000001,-0.0322,0.3266,2024-02-24,Bournemouth,Manchester City,home,0,1,A,6,7.0,5.25,1.4,1.25,1.97,1.88,1.49,2.64,0.0476,0.0395,7.0,False,1.49,False,1.97,1.0,-1.0,-1.0,0.97
Bournemouth,2024-02-24 17:30:00,2023,1.8973417023882428,Strong Long,Normal,0.5874718000000001,-0.0322,0.3266,2024-03-03,Burnley,Bournemouth,away,0,2,A,7,3.75,3.6,1.95,0.5,1.91,1.95,1.71,2.18,0.0573,0.0364,1.95,True,1.71,False,1.95,1.0,0.95,-1.0,0.95
Bournemouth,2024-03-09 15:00:00,2023,2.533202082057563,Strong Long,Normal,0.7951438000000002,-0.0322,0.3266,2024-03-13,Bournemouth,Luton,home,4,3,H,3,1.5,4.75,5.75,-1.25,2.03,1.83,1.47,2.71,0.0511,0.0391,1.5,True,1.47,True,2.03,-1.0,0.5,0.47,-1.0
Bournemouth,2024-04-24 18:45:00,2023,1.7925339865278629,Strong Long,Normal,0.5532416,-0.0322,0.3266,2024-04-28,Bournemouth,Brighton,home,3,0,H,3,2.25,3.8,2.9,-0.25,1.96,1.89,1.47,2.68,0.0524,0.0393,2.25,True,1.47,True,1.96,1.0,1.25,0.47,0.96
Bournemouth,2024-05-04 11:30:00,2023,1.8073668095529705,Strong Long,Normal,0.5580860000000001,-0.0322,0.3266,2024-05-11,Bournemouth,Brentford,home,1,2,A,6,1.95,4.0,3.5,-0.5,1.98,1.89,1.46,2.71,0.0485,0.0342,1.95,False,1.46,True,1.98,-1.0,-1.0,0.45999999999999996,-1.0
Bournemouth,2024-05-11 14:00:00,2023,1.6158052663808942,Strong Long,Normal,0.4955220000000001,-0.0322,0.3266,2024-05-19,Chelsea,Bournemouth,away,2,1,H,7,1.45,5.0,6.0,-1.25,1.88,1.97,1.27,3.71,0.0563,0.0395,6.0,False,1.27,True,1.97,1.0,-1.0,0.27,0.97
Brentford,2022-10-19 18:30:00,2022,1.866302353410451,Strong Long,Normal,0.615882,0.148,0.2507,2022-10-23,Aston Villa,Brentford,away,4,0,H,3,2.1,3.5,3.5,-0.25,1.83,2.04,1.9,1.92,0.0476,0.0366,3.5,False,1.9,True,2.04,-1.0,-1.0,0.8999999999999999,-1.0
Brentford,2022-10-23 13:00:00,2022,2.236872756282409,Strong Long,Normal,0.708784,0.148,0.2507,2022-10-29,Brentford,Wolverhampton Wanderers,home,1,1,D,5,2.2,3.4,3.3,-0.25,1.88,1.98,1.96,1.86,0.0517,0.037,2.2,False,1.96,False,1.88,-1.0,-1.0,-1.0,-1.0
Brentford,2022-10-29 14:00:00,2022,1.635811727163941,Strong Long,Normal,0.558098,0.148,0.2507,2022-11-05,Nottingham Forest,Brentford,away,2,2,D,6,2.75,3.3,2.6,0.0,1.99,1.87,1.99,1.84,0.0513,0.0373,2.6,False,1.99,True,1.87,0.0,-1.0,0.99,0.0
Brentford,2023-04-26 18:45:00,2022,1.763433585959314,Strong Long,Normal,0.5900928,0.148,0.2507,2023-04-29,Brentford,Nottingham Forest,home,2,1,H,2,1.65,3.8,5.5,-0.75,1.83,2.03,1.95,1.87,0.051,0.0391,1.65,True,1.95,True,1.83,1.0,0.6499999999999999,0.95,0.8300000000000001
Brentford,2023-10-01 13:00:00,2023,1.5613951685058154,Strong Long,Normal,0.5972357999999999,0.0737,0.3353,2023-10-07,Manchester United,Brentford,away,2,1,H,5,1.67,4.2,4.75,-0.75,1.85,2.0,1.64,2.23,0.0474,0.0405,4.75,False,1.64,True,2.0,-1.0,-1.0,0.6399999999999999,-1.0
Brentford,2023-10-07 14:00:00,2023,1.607371309275276,Strong Long,Normal,0.6126516,0.0737,0.3353,2023-10-21,Brentford,Burnley,home,3,0,H,13,1.83,3.75,4.2,-0.5,1.84,2.04,1.92,1.92,0.0512,0.0337,1.83,True,1.92,True,1.84,1.0,0.8300000000000001,0.9199999999999999,0.8400000000000001
Brentford,2023-12-09 15:00:00,2023,2.307436922159261,Strong Long,Normal,0.8473836,0.0737,0.3353,2023-12-17,Brentford,Aston Villa,home,1,2,A,7,3.2,3.75,2.1,0.25,1.97,1.87,1.69,2.18,0.0554,0.0424,3.2,False,1.69,True,1.97,-1.0,-1.0,0.69,-1.0
Brentford,2024-04-03 18:30:00,2023,1.5969806143751863,Strong Long,Normal,0.6091675999999999,0.0737,0.3353,2024-04-06,Aston Villa,Brentford,away,3,3,D,2,1.7,4.0,4.75,-0.75,1.87,1.99,1.52,2.56,0.0488,0.0373,4.75,False,1.52,True,1.99,1.0,-1.0,0.52,0.99
Brighton,2019-03-02 15:00:00,2018,1.6754034090909091,Strong Long,Normal,0.624942,0.0352,0.352,2019-03-09,Crystal Palace,Brighton,away,1,2,A,6,1.83,3.6,5.0,-0.75,2.12,1.77,2.17,1.7,0.0242,0.0367,5.0,True,2.17,True,1.77,1.0,4.0,1.17,0.77
Brighton,2019-09-21 16:30:00,2019,3.316599797365755,Strong Long,Normal,1.0329452,0.0509,0.2961,2019-09-28,Chelsea,Brighton,away,2,0,H,6,1.4,4.75,8.0,-1.25,1.99,1.9,1.65,2.27,0.0498,0.0288,8.0,False,1.65,False,1.9,-1.0,-1.0,-1.0,-1.0
Brighton,2019-09-28 14:00:00,2019,2.7841127997298214,Strong Long,Normal,0.8752758,0.0509,0.2961,2019-10-05,Brighton,Tottenham,home,3,0,H,6,3.9,3.6,1.9,0.5,1.93,1.96,1.76,2.09,0.0605,0.0283,3.9,True,1.76,True,1.93,1.0,2.9,0.76,0.9299999999999999
Brighton,2019-10-05 12:30:00,2019,1.8401472475515024,Strong Long,Normal,0.5957676,0.0509,0.2961,2019-10-19,Aston Villa,Brighton,away,2,1,H,13,2.35,3.4,3.0,-0.25,2.04,1.85,1.82,2.01,0.053,0.0307,3.0,False,1.82,True,1.85,-1.0,-1.0,0.8200000000000001,-1.0
Brighton,2020-07-11 19:00:00,2019,1.7393677811550154,Strong Long,Normal,0.5659268,0.0509,0.2961,2020-07-16,Southampton,Brighton,away,1,1,D,4,2.15,3.3,3.5,-0.25,1.87,2.0,2.13,1.73,0.0539,0.0348,3.5,False,2.13,False,2.0,1.0,-1.0,-1.0,1.0
Brighton,2020-12-13 19:15:00,2020,2.4931597673622985,Strong Long,Normal,0.8446505999999999,0.1159,0.2923,2020-12-16,Fulham,Brighton,away,0,0,D,2,2.87,3.3,2.5,0.0,2.07,1.79,2.05,1.77,0.0515,0.0418,2.5,False,2.05,False,1.79,0.0,-1.0,-1.0,0.0
Brighton,2020-12-16 20:00:00,2020,1.7215114608279165,Strong Long,Normal,0.6190977999999999,0.1159,0.2923,2020-12-20,Brighton,Sheffield United,home,1,1,D,3,1.65,3.75,5.5,-0.75,1.9,1.96,2.22,1.67,0.0545,0.0365,1.65,False,2.22,False,1.9,-1.0,-1.0,-1.0,-1.0
Brighton,2020-12-20 12:00:00,2020,3.3640636332535068,Strong Long,Normal,1.0992158,0.1159,0.2923,2020-12-27,West Ham,Brighton,away,2,2,D,6,2.3,3.4,3.1,-0.25,2.04,1.84,1.94,1.88,0.0515,0.0337,3.1,False,1.94,True,1.84,1.0,-1.0,0.94,0.8400000000000001
Brighton,2020-12-27 14:15:00,2020,2.131282244269586,Strong Long,Normal,0.7388738,0.1159,0.2923,2020-12-29,Brighton,Arsenal,home,0,1,A,1,3.25,3.5,2.2,0.25,1.9,1.97,2.04,1.79,0.048,0.0339,3.25,False,2.04,False,1.9,-1.0,-1.0,-1.0,-1.0
Brighton,2020-12-29 18:00:00,2020,1.97090455011974,Strong Long,Normal,0.6919953999999999,0.1159,0.2923,2021-01-02,Brighton,Wolverhampton Wanderers,home,3,3,D,3,2.62,3.25,2.75,0.0,1.86,2.0,2.43,1.56,0.053,0.0376,2.62,False,2.43,True,1.86,0.0,-1.0,1.4300000000000002,0.0
Brighton,2021-01-27 19:30:00,2020,1.5431282928498118,Strong Long,Normal,0.5669564,0.1159,0.2923,2021-01-31,Brighton,Tottenham,home,1,0,H,3,3.2,3.4,2.25,0.25,1.85,2.03,2.04,1.8,0.0511,0.0332,3.2,True,2.04,False,1.85,1.0,2.2,-1.0,0.8500000000000001
Brighton,2021-01-31 19:15:00,2020,1.5256749914471437,Strong Long,Normal,0.5618548000000001,0.1159,0.2923,2021-02-03,Liverpool,Brighton,away,0,1,A,2,1.33,5.25,9.0,-1.5,2.05,1.81,1.63,2.3,0.0535,0.0403,9.0,True,1.63,False,1.81,1.0,8.0,-1.0,0.81
Brighton,2021-02-03 20:15:00,2020,2.0504577488881286,Strong Long,Normal,0.7152488,0.1159,0.2923,2021-02-06,Burnley,Brighton,away,1,1,D,2,3.6,3.1,2.2,0.25,1.98,1.89,2.43,1.57,0.0549,0.0342,2.2,False,2.43,False,1.89,-1.0,-1.0,-1.0,-1.0
Brighton,2021-02-06 15:00:00,2020,1.6642777967841256,Strong Long,Normal,0.6023683999999999,0.1159,0.2923,2021-02-13,Brighton,Aston Villa,home,0,0,D,6,2.7,3.5,2.5,0.0,2.0,1.86,1.78,2.06,0.0561,0.0376,2.7,False,1.78,False,2.0,0.0,-1.0,-1.0,0.0
Brighton,2021-02-13 20:00:00,2020,3.1614245638043106,Strong Long,Normal,1.0399844,0.1159,0.2923,2021-02-22,Brighton,Crystal Palace,home,1,2,A,8,1.7,3.5,5.5,-0.75,1.99,1.89,2.21,1.67,0.0558,0.0316,1.7,False,2.21,True,1.99,-1.0,-1.0,1.21,-1.0
Brighton,2021-02-22 20:00:00,2020,2.6829777625727,Strong Long,Normal,0.9001344,0.1159,0.2923,2021-02-27,West Bromwich Albion,Brighton,away,1,0,H,4,4.2,3.3,1.95,0.5,1.91,1.96,2.14,1.72,0.0539,0.0338,1.95,False,2.14,False,1.96,-1.0,-1.0,-1.0,-1.0
Brighton,2021-02-27 15:00:00,2020,4.289033185083818,Strong Long,Normal,1.3695844,0.1159,0.2923,2021-03-06,Brighton,Leicester,home,1,2,A,6,2.55,3.25,2.8,0.0,1.8,2.07,2.2,1.68,0.057,0.0386,2.55,False,2.2,True,1.8,-1.0,-1.0,1.2000000000000002,-1.0
Brighton,2021-03-06 20:00:00,2020,3.991352719808416,Strong Long,Normal,1.2825723999999998,0.1159,0.2923,2021-03-14,Southampton,Brighton,away,1,2,A,7,2.9,3.1,2.5,0.0,2.07,1.81,2.34,1.61,0.0674,0.0356,2.5,True,2.34,True,1.81,1.0,1.5,1.3399999999999999,0.81
Brighton,2021-03-14 12:00:00,2020,3.500955867259665,Strong Long,Normal,1.1392294,0.1159,0.2923,2021-03-20,Brighton,Newcastle United,home,3,0,H,5,1.66,3.5,6.0,-0.75,1.89,2.01,2.26,1.65,0.0548,0.0266,1.66,True,2.26,True,1.89,1.0,0.6599999999999999,1.2599999999999998,0.8899999999999999
Brighton,2021-05-01 14:00:00,2020,2.7651235032500856,Strong Long,Normal,0.9241456,0.1159,0.2923,2021-05-09,Wolverhampton Wanderers,Brighton,away,2,1,H,7,3.3,3.3,2.2,0.25,1.94,1.94,2.34,1.61,0.0606,0.0309,2.2,False,2.34,True,1.94,-1.0,-1.0,1.3399999999999999,-1.0
